participant id,gender,age,min age,max age
2148,F,45.5,46.0,45.0
2149,F,50.5,51.0,50.0
2150,M,23.0,21.0,25.0
2151,F,28.0,26.0,30.0
2152,M,29.0,28.0,30.0
2153,F,53.0,51.0,55.0
2154,M,39.5,38.0,41.0
2155,M,43.5,42.0,45.0
2156,M,53.0,51.0,55.0
2157,F,33.0,31.0,35.0
2158,M,31.0,29.0,33.0
2159,F,50.0,50.0,50.0
2160,M,28.0,26.0,30.0
2161,F,26.0,26.0,26.0
2162,F,53.0,52.0,54.0
2163,M,38.0,36.0,40.0
2164,M,58.0,56.0,60.0
2165,F,38.0,36.0,40.0
2166,M,28.0,26.0,30.0
2167,F,25.0,22.0,28.0
2168,M,22.0,19.0,25.0
2169,F,23.0,21.0,25.0
2170,M,48.0,46.0,50.0
2171,M,48.0,46.0,50.0
2172,M,60.0,58.0,62.0
2173,F,43.5,44.0,43.0
2174,M,44.5,44.0,45.0
2175,M,26.0,24.0,28.0
2176,M,35.5,34.0,37.0
2177,F,33.0,31.0,35.0
2178,F,37.0,37.0,37.0
2179,F,37.5,39.0,36.0
2180,M,48.0,46.0,50.0
2181,M,29.5,28.0,31.0
2182,M,44.5,44.0,45.0
2183,M,33.0,31.0,35.0
2184,F,27.5,26.0,29.0
2185,M,22.0,19.0,25.0
2186,F,58.0,56.0,60.0
2187,F,20.5,21.0,20.0
2188,M,25.0,22.0,28.0
2189,M,43.0,41.0,45.0
2190,F,36.0,34.0,38.0
2191,M,23.0,21.0,25.0
2192,F,43.5,44.0,43.0
2193,M,33.0,31.0,35.0
2194,M,33.0,31.0,35.0
2195,M,48.0,46.0,50.0
2196,M,28.0,26.0,30.0
2197,F,45.0,43.0,47.0
2198,M,33.0,31.0,35.0
2199,M,35.0,33.0,37.0
2200,F,33.0,31.0,35.0
2201,M,41.5,42.0,41.0
2202,F,28.0,26.0,30.0
2203,F,33.0,31.0,35.0
2204,M,38.0,36.0,40.0
2205,M,58.0,56.0,60.0
2206,M,33.0,31.0,35.0
2207,M,31.5,32.0,31.0
2208,F,23.5,22.0,25.0
2209,F,54.5,54.0,55.0
2210,M,46.5,46.0,47.0
2211,M,43.5,43.0,44.0
2212,F,22.0,19.0,25.0
2213,M,58.0,56.0,60.0
2214,M,33.0,31.0,35.0
2215,M,33.0,31.0,35.0
2216,M,36.0,34.0,38.0
2217,M,63.0,61.0,65.0
2218,M,28.5,27.0,30.0
2219,M,54.0,53.0,55.0
2220,M,28.0,26.0,30.0
2221,M,51.5,52.0,51.0
2222,M,36.5,36.0,37.0
2223,M,31.5,31.0,32.0
2224,M,28.0,26.0,30.0
2225,M,22.0,19.0,25.0
2226,M,51.0,49.0,53.0
2227,M,32.0,32.0,32.0
2228,M,33.0,31.0,35.0
2229,M,43.0,41.0,45.0
2230,M,36.0,34.0,38.0
2231,M,42.5,41.0,44.0
2232,F,28.0,26.0,30.0
2233,F,33.0,31.0,35.0
2234,M,47.5,47.0,48.0
2235,M,33.0,31.0,35.0
2236,M,53.0,51.0,55.0
2237,M,20.5,21.0,20.0
2238,F,38.0,36.0,40.0
2239,M,27.5,26.0,29.0
2240,M,30.5,29.0,32.0
2241,F,40.0,40.0,40.0
2242,M,33.0,31.0,35.0
2243,M,54.0,53.0,55.0
2244,F,30.0,28.0,32.0
2245,F,47.5,46.0,49.0
2246,M,24.0,22.0,26.0
2247,M,24.0,21.0,27.0
2248,F,28.0,26.0,30.0
2249,M,40.0,38.0,42.0
2250,F,43.0,41.0,45.0
2251,M,28.0,26.0,30.0
2252,M,56.0,54.0,58.0
2253,M,43.0,41.0,45.0
2254,M,36.0,34.0,38.0
2255,M,43.0,41.0,45.0
2256,F,35.5,34.0,37.0
2257,MF,36.0,35.0,37.0
2258,M,43.0,41.0,45.0
2259,F,33.0,31.0,35.0
2260,M,59.5,59.0,60.0
2261,F,33.0,31.0,35.0
2262,M,48.0,47.0,49.0
2263,F,50.0,50.0,50.0
2264,M,33.0,31.0,35.0
2265,F,50.0,48.0,52.0
2266,M,21.0,22.0,20.0
2267,F,58.0,56.0,60.0
2268,M,42.5,43.0,42.0
2269,M,53.0,51.0,55.0
2270,M,23.0,21.0,25.0
2271,M,33.0,31.0,35.0
2272,M,38.0,36.0,40.0
2273,F,48.0,46.0,50.0
2274,M,60.5,59.0,62.0
2275,M,48.0,46.0,50.0
2276,M,46.0,44.0,48.0
2277,M,35.5,34.0,37.0
2278,M,48.0,46.0,50.0
2279,M,40.5,39.0,42.0
2280,M,35.5,36.0,35.0
2281,M,50.5,49.0,52.0
2282,M,35.5,36.0,35.0
2283,M,22.0,19.0,25.0
2284,F,29.5,29.0,30.0
2285,M,20.0,22.0,18.0
2286,M,38.0,36.0,40.0
2287,M,33.0,31.0,35.0
2288,F,40.0,38.0,42.0
2289,F,38.0,36.0,40.0
2290,M,22.0,19.0,25.0
2291,M,33.0,31.0,35.0
2292,M,41.5,42.0,41.0
2293,F,30.0,29.0,31.0
2294,M,33.5,33.0,34.0
2295,M,28.0,26.0,30.0
2296,F,28.5,27.0,30.0
2297,F,40.0,38.0,42.0
2298,M,33.0,31.0,35.0
2299,F,58.0,56.0,60.0
2300,M,48.0,46.0,50.0
2301,M,28.0,26.0,30.0
2302,M,22.0,22.0,22.0
2303,M,33.0,31.0,35.0
2304,M,43.0,41.0,45.0
2305,F,28.0,26.0,30.0
2306,F,53.0,51.0,55.0
2307,M,43.0,41.0,45.0
2308,M,63.0,61.0,65.0
2309,M,43.0,41.0,45.0
2310,F,43.0,41.0,45.0
2311,M,31.0,29.0,33.0
2312,M,31.0,29.0,33.0
2313,F,43.0,41.0,45.0
2314,M,41.5,41.0,42.0
2315,M,,14.0,
2316,M,44.5,44.0,45.0
2317,M,43.0,41.0,45.0
2318,F,46.0,44.0,48.0
2319,F,35.0,35.0,35.0
2320,M,43.0,41.0,45.0
2321,F,25.0,22.0,28.0
2322,M,46.0,44.0,48.0
2323,F,43.0,41.0,45.0
2324,M,43.0,41.0,45.0
2325,F,31.0,29.0,33.0
2326,M,23.5,22.0,25.0
2327,M,63.0,61.0,65.0
2328,M,34.0,33.0,35.0
2329,M,37.0,37.0,37.0
2330,F,29.0,28.0,30.0
2331,F,55.5,54.0,57.0
2332,M,43.0,41.0,45.0
2333,F,38.0,36.0,40.0
2334,M,44.0,43.0,45.0
2335,M,33.0,31.0,35.0
2336,M,61.0,59.0,63.0
2337,M,40.5,41.0,40.0
2338,F,32.0,32.0,32.0
2339,F,38.0,36.0,40.0
2340,M,34.5,34.0,35.0
2341,M,27.5,26.0,29.0
2342,F,36.5,36.0,37.0
2343,M,40.5,41.0,40.0
2344,M,34.0,33.0,35.0
2345,F,28.0,26.0,30.0
2346,M,43.0,41.0,45.0
2347,M,38.0,36.0,40.0
2348,M,37.5,37.0,38.0
2349,M,43.0,43.0,43.0
2350,M,28.0,26.0,30.0
2351,F,53.0,51.0,55.0
2352,M,58.0,56.0,60.0
2353,M,59.5,59.0,60.0
2354,M,63.0,61.0,65.0
2355,M,54.0,53.0,55.0
2356,M,36.5,36.0,37.0
2357,F,35.5,34.0,37.0
2358,F,31.0,29.0,33.0
2359,M,48.0,46.0,50.0
2360,M,31.0,29.0,33.0
2361,M,41.0,39.0,43.0
2362,M,53.0,51.0,55.0
2363,M,30.0,28.0,32.0
2364,M,62.0,62.0,62.0
2365,F,43.0,43.0,43.0
2366,M,40.5,49.0,32.0
2367,F,43.0,41.0,45.0
2368,M,53.0,51.0,55.0
2369,F,43.0,41.0,45.0
2370,M,48.0,46.0,50.0
2371,M,48.0,46.0,50.0
2372,F,22.0,19.0,25.0
2373,M,43.0,41.0,45.0
2374,F,60.5,59.0,62.0
2375,M,39.5,39.0,40.0
2376,M,53.0,51.0,55.0
2377,F,33.0,31.0,35.0
2378,M,39.5,39.0,40.0
2379,F,38.0,36.0,40.0
2380,M,38.0,36.0,40.0
2381,F,43.0,41.0,45.0
2382,F,48.0,46.0,50.0
2383,F,62.0,62.0,62.0
2384,F,43.0,41.0,45.0
2385,M,38.0,36.0,40.0
2386,F,28.0,26.0,30.0
2387,F,39.0,38.0,40.0
2388,F,48.0,48.0,48.0
2389,M,22.0,19.0,25.0
2390,M,33.0,31.0,35.0
2391,M,46.0,44.0,48.0
2392,M,43.0,41.0,45.0
2393,M,38.0,36.0,40.0
2394,F,48.0,46.0,50.0
2395,M,48.0,46.0,50.0
2396,M,37.5,36.0,39.0
2397,M,43.0,41.0,45.0
2398,M,48.0,46.0,50.0
2399,M,54.5,54.0,55.0
2400,M,46.0,46.0,46.0
2401,M,60.0,58.0,62.0
2402,M,43.0,43.0,43.0
2403,M,22.0,19.0,25.0
2404,M,28.0,26.0,30.0
2405,F,66.5,66.0,67.0
2406,M,75.5,71.0,80.0
2407,M,38.0,36.0,40.0
2408,M,33.0,31.0,35.0
2409,M,58.0,58.0,58.0
2410,M,68.0,66.0,70.0
2411,F,40.0,38.0,42.0
2412,M,29.5,30.0,29.0
2413,M,33.0,31.0,35.0
2414,M,31.0,29.0,33.0
2415,M,42.5,43.0,42.0
2416,M,22.0,19.0,25.0
2417,M,28.0,26.0,30.0
2418,M,33.0,31.0,35.0
2419,M,22.5,20.0,25.0
2420,M,43.0,41.0,45.0
2421,M,43.0,41.0,45.0
2422,M,38.0,36.0,40.0
2423,F,38.0,36.0,40.0
2424,M,53.0,51.0,55.0
2425,F,38.0,36.0,40.0
2426,M,58.0,56.0,60.0
2427,M,37.0,36.0,38.0
2428,M,36.0,36.0,36.0
2429,M,58.0,56.0,60.0
2430,M,33.0,31.0,35.0
2431,F,48.0,46.0,50.0
2432,M,33.0,31.0,35.0
2433,F,30.5,29.0,32.0
2434,M,38.0,36.0,40.0
2435,M,47.5,46.0,49.0
2436,M,38.5,37.0,40.0
2437,F,23.0,21.0,25.0
2438,M,54.0,53.0,55.0
2439,M,36.0,34.0,38.0
2440,F,38.0,38.0,38.0
2441,F,51.0,49.0,53.0
2442,M,45.5,44.0,47.0
2443,M,35.0,33.0,37.0
2444,M,43.0,41.0,45.0
2445,M,36.5,36.0,37.0
2446,M,51.5,52.0,51.0
2447,M,35.0,33.0,37.0
2448,M,53.0,51.0,55.0
2449,M,48.0,46.0,50.0
2450,M,33.0,31.0,35.0
2451,M,28.0,26.0,30.0
2452,F,44.5,44.0,45.0
2453,M,38.0,36.0,40.0
2454,M,38.0,36.0,40.0
2455,M,37.0,37.0,37.0
2456,M,32.5,33.0,32.0
2457,M,54.5,54.0,55.0
2458,F,48.0,46.0,50.0
2459,M,30.0,30.0,30.0
2460,M,53.0,51.0,55.0
2461,F,41.0,39.0,43.0
2462,M,38.0,36.0,40.0
2463,F,22.0,19.0,25.0
2464,M,23.5,22.0,25.0
2465,M,25.0,22.0,28.0
2466,F,54.5,54.0,55.0
2467,M,30.0,28.0,32.0
2468,M,35.0,33.0,37.0
2469,M,33.0,31.0,35.0
2470,F,38.0,38.0,38.0
2471,M,33.0,31.0,35.0
2472,M,63.0,61.0,65.0
2473,M,30.0,30.0,30.0
2474,M,43.0,41.0,45.0
2475,F,36.0,34.0,38.0
2476,M,21.0,21.0,21.0
2477,M,25.0,22.0,28.0
2478,M,60.0,58.0,62.0
2479,M,37.5,36.0,39.0
2480,F,58.0,56.0,60.0
2481,F,48.0,46.0,50.0
2482,M,38.5,38.0,39.0
2483,M,30.5,31.0,30.0
2484,M,38.0,36.0,40.0
2485,M,43.0,41.0,45.0
2486,F,31.0,29.0,33.0
2487,M,63.0,61.0,65.0
2488,M,24.0,22.0,26.0
2489,M,48.0,46.0,50.0
2490,M,51.0,49.0,53.0
2491,M,26.0,24.0,28.0
2492,F,38.0,36.0,40.0
2493,M,38.0,36.0,40.0
2494,M,22.0,19.0,25.0
2495,F,32.0,32.0,32.0
2496,M,38.0,36.0,40.0
2497,M,38.0,36.0,40.0
2498,M,51.5,51.0,52.0
2499,M,38.0,36.0,40.0
2500,M,51.0,51.0,51.0
2501,M,49.0,49.0,49.0
2502,F,50.5,49.0,52.0
2503,M,28.0,26.0,30.0
2504,F,43.5,42.0,45.0
2505,F,46.0,44.0,48.0
2506,M,40.5,41.0,40.0
2507,M,58.0,58.0,58.0
2508,M,59.0,58.0,60.0
2509,F,33.5,32.0,35.0
2510,M,38.0,36.0,40.0
2511,F,38.0,38.0,38.0
2512,M,30.5,29.0,32.0
2513,F,22.0,19.0,25.0
2514,M,38.0,36.0,40.0
2515,M,40.0,38.0,42.0
2516,F,43.0,43.0,43.0
2517,M,30.0,28.0,32.0
2518,M,43.5,44.0,43.0
2519,F,41.0,39.0,43.0
2520,M,29.0,28.0,30.0
2521,M,35.5,36.0,35.0
2522,M,33.0,31.0,35.0
2523,M,33.0,31.0,35.0
2524,M,63.0,61.0,65.0
2525,M,28.0,26.0,30.0
2526,M,24.0,21.0,27.0
2527,M,43.0,43.0,43.0
2528,F,23.0,21.0,25.0
2529,M,37.0,36.0,38.0
2530,M,52.0,52.0,52.0
2531,F,33.0,31.0,35.0
2532,M,33.0,31.0,35.0
2533,M,35.0,33.0,37.0
2534,M,43.0,41.0,45.0
2535,M,48.0,46.0,50.0
2536,M,48.0,46.0,50.0
2537,M,45.5,44.0,47.0
2538,M,50.0,48.0,52.0
2539,F,50.5,49.0,52.0
2540,M,30.0,28.0,32.0
2541,M,48.0,46.0,50.0
2542,M,38.0,36.0,40.0
2543,M,65.0,63.0,67.0
2544,M,48.0,61.0,35.0
2545,F,26.5,27.0,26.0
2546,M,38.0,36.0,40.0
2547,M,43.0,41.0,45.0
2548,F,30.0,31.0,29.0
2549,F,40.0,40.0,40.0
2550,F,34.5,34.0,35.0
2551,M,33.0,31.0,35.0
2552,M,48.0,46.0,50.0
2553,F,33.0,31.0,35.0
2554,M,29.5,29.0,30.0
2555,M,33.0,31.0,35.0
2556,F,63.0,61.0,65.0
2557,M,28.0,26.0,30.0
2558,M,45.0,44.0,46.0
2559,M,58.0,56.0,60.0
2560,M,39.0,38.0,40.0
2561,M,44.0,43.0,45.0
2562,M,43.0,41.0,45.0
2563,F,42.5,43.0,42.0
2564,M,29.0,28.0,30.0
2565,F,43.0,41.0,45.0
2566,M,33.0,31.0,35.0
2567,F,33.0,31.0,35.0
2568,M,40.0,38.0,42.0
2569,M,21.0,22.0,20.0
2570,M,28.0,26.0,30.0
2571,F,22.0,19.0,25.0
2572,M,58.0,56.0,60.0
2573,F,36.0,34.0,38.0
2574,M,48.0,46.0,50.0
2575,M,22.0,34.0,10.0
2576,M,48.0,46.0,50.0
2577,M,28.0,26.0,30.0
2578,M,38.0,36.0,40.0
2579,F,34.0,33.0,35.0
2580,M,46.0,44.0,48.0
2581,M,63.0,61.0,65.0
2582,F,29.0,28.0,30.0
2583,M,33.0,31.0,35.0
2584,F,35.0,33.0,37.0
2585,F,22.0,19.0,25.0
2586,M,48.0,48.0,48.0
2587,M,40.5,41.0,40.0
2588,F,35.0,33.0,37.0
2589,F,28.0,26.0,30.0
2590,M,43.0,41.0,45.0
2591,M,33.0,31.0,35.0
2592,M,43.0,41.0,45.0
2593,F,42.5,43.0,42.0
2594,M,38.0,36.0,40.0
2595,M,33.0,31.0,35.0
2596,M,49.5,49.0,50.0
2597,M,35.0,33.0,37.0
2598,M,48.0,46.0,50.0
2599,M,33.0,31.0,35.0
2600,F,32.0,32.0,32.0
2601,F,31.0,29.0,33.0
2602,M,59.5,59.0,60.0
2603,M,36.0,34.0,38.0
2604,M,53.5,53.0,54.0
2605,M,43.0,41.0,45.0
2606,M,33.0,31.0,35.0
2607,M,48.0,46.0,50.0
2608,M,43.0,43.0,43.0
2609,M,28.0,26.0,30.0
2610,F,22.0,19.0,25.0
2611,M,38.0,36.0,40.0
2612,M,35.0,34.0,36.0
2613,F,39.5,39.0,40.0
2614,F,47.5,46.0,49.0
2615,F,38.0,36.0,40.0
2616,M,44.5,44.0,45.0
2617,M,35.0,33.0,37.0
2618,M,48.0,46.0,50.0
2619,F,24.5,24.0,25.0
2620,M,35.0,33.0,37.0
2621,M,38.0,36.0,40.0
2622,M,30.0,29.0,31.0
2623,M,53.0,51.0,55.0
2624,F,34.0,33.0,35.0
2625,M,49.5,50.0,49.0
2626,M,22.0,19.0,25.0
2627,M,40.0,39.0,41.0
2628,F,24.0,21.0,27.0
2629,F,35.0,33.0,37.0
2630,F,38.0,36.0,40.0
2631,M,45.0,43.0,47.0
2632,M,38.0,36.0,40.0
2633,M,36.0,34.0,38.0
2634,M,28.5,30.0,27.0
2635,M,45.0,43.0,47.0
2636,M,28.0,26.0,30.0
2637,M,48.0,46.0,50.0
2638,M,43.0,41.0,45.0
2639,F,45.0,43.0,47.0
2640,M,28.5,27.0,30.0
2641,F,38.0,36.0,40.0
2642,M,61.0,59.0,63.0
2643,M,58.0,56.0,60.0
2644,M,29.5,28.0,31.0
2645,M,25.0,22.0,28.0
2646,M,50.5,49.0,52.0
2647,F,48.0,46.0,50.0
2648,F,45.0,44.0,46.0
2649,M,45.0,43.0,47.0
2650,M,36.5,36.0,37.0
2651,M,33.0,31.0,35.0
2652,M,38.0,36.0,40.0
2653,M,33.0,31.0,35.0
2654,M,28.0,26.0,30.0
2655,F,38.0,36.0,40.0
2656,M,54.5,54.0,55.0
2657,M,49.0,48.0,50.0
2658,F,28.0,26.0,30.0
2659,M,43.0,41.0,45.0
2660,M,48.5,47.0,50.0
2661,F,31.0,29.0,33.0
2662,F,23.5,22.0,25.0
2663,M,58.0,56.0,60.0
2664,M,53.0,51.0,55.0
2665,M,48.0,46.0,50.0
2666,M,39.0,39.0,39.0
2667,M,28.0,26.0,30.0
2668,M,47.5,46.0,49.0
2669,M,22.0,19.0,25.0
2670,M,22.0,22.0,22.0
2671,F,43.0,41.0,45.0
2672,M,41.5,41.0,42.0
2673,M,36.0,34.0,38.0
2674,M,30.0,28.0,32.0
2675,M,38.0,36.0,40.0
2676,F,45.0,43.0,47.0
2677,F,42.5,43.0,42.0
2678,M,49.0,48.0,50.0
2679,M,38.0,36.0,40.0
2680,F,24.0,23.0,25.0
2681,M,48.0,46.0,50.0
2682,F,55.5,54.0,57.0
2683,M,49.0,48.0,50.0
2684,F,48.5,47.0,50.0
2685,M,38.0,36.0,40.0
2686,M,43.0,41.0,45.0
2687,M,33.0,31.0,35.0
2688,M,33.5,38.0,29.0
2689,F,52.5,53.0,52.0
2690,M,50.5,51.0,50.0
2691,M,50.5,49.0,52.0
2692,M,48.0,46.0,50.0
2693,M,63.0,61.0,65.0
2694,F,22.0,19.0,25.0
2695,M,28.0,26.0,30.0
2696,M,45.0,43.0,47.0
2697,F,24.0,21.0,27.0
2698,M,48.0,46.0,50.0
2699,F,43.0,41.0,45.0
2700,M,38.0,36.0,40.0
2701,M,59.0,58.0,60.0
2702,F,35.0,33.0,37.0
2703,M,38.0,36.0,40.0
2704,F,28.0,26.0,30.0
2705,M,53.0,51.0,55.0
2706,M,22.0,19.0,25.0
2707,M,56.0,54.0,58.0
2708,M,23.5,22.0,25.0
2709,M,43.0,41.0,45.0
2710,M,33.0,33.0,33.0
2711,M,38.0,36.0,40.0
2712,M,38.5,37.0,40.0
2713,M,33.0,33.0,33.0
2714,M,28.5,28.0,29.0
2715,M,21.0,19.0,23.0
2716,F,30.0,28.0,32.0
2717,M,38.0,36.0,40.0
2718,F,30.0,30.0,30.0
2719,M,38.0,36.0,40.0
2720,F,54.0,54.0,54.0
2721,M,39.0,43.0,35.0
2722,M,22.0,19.0,25.0
2723,M,28.0,26.0,30.0
2724,M,35.0,33.0,37.0
2725,M,50.0,48.0,52.0
2726,M,43.0,43.0,43.0
2727,F,35.0,33.0,37.0
2728,M,31.0,29.0,33.0
2729,M,28.0,26.0,30.0
2730,F,43.0,41.0,45.0
2731,F,44.5,45.0,44.0
2732,F,53.0,51.0,55.0
2733,M,55.0,53.0,57.0
2734,F,53.0,51.0,55.0
2735,M,24.0,22.0,26.0
2736,F,24.0,21.0,27.0
2737,F,32.5,31.0,34.0
2738,M,46.0,44.0,48.0
2739,F,33.0,31.0,35.0
2740,F,37.5,36.0,39.0
2741,F,22.0,19.0,25.0
2742,M,38.0,36.0,40.0
2743,F,28.5,27.0,30.0
2744,M,38.0,36.0,40.0
2745,M,40.5,41.0,40.0
2746,M,41.5,41.0,42.0
2747,M,40.0,41.0,39.0
2748,M,38.0,36.0,40.0
2749,F,41.0,39.0,43.0
2750,F,32.5,32.0,33.0
2751,M,25.0,23.0,27.0
2752,M,34.0,33.0,35.0
2753,M,33.0,31.0,35.0
2754,M,48.0,46.0,50.0
2755,F,45.5,41.0,50.0
2756,M,48.0,46.0,50.0
2757,M,49.0,49.0,49.0
2758,M,56.0,54.0,58.0
2759,M,41.0,39.0,43.0
2760,M,45.0,44.0,46.0
2761,M,53.0,51.0,55.0
2762,M,22.0,19.0,25.0
2763,M,37.0,36.0,38.0
2764,F,28.0,26.0,30.0
2765,M,47.5,46.0,49.0
2766,M,68.0,68.0,68.0
2767,F,33.0,31.0,35.0
2768,M,39.5,39.0,40.0
2769,M,48.0,46.0,50.0
2770,M,57.5,56.0,59.0
2771,M,40.0,38.0,42.0
2772,M,44.5,44.0,45.0
2773,M,43.5,44.0,43.0
2774,M,63.0,61.0,65.0
2775,M,48.0,46.0,50.0
2776,M,,12.0,
2777,F,32.5,32.0,33.0
2778,M,43.5,43.0,44.0
2779,F,41.0,41.0,41.0
2780,M,53.0,51.0,55.0
2781,M,38.0,36.0,40.0
2782,M,22.0,19.0,25.0
2783,M,28.0,26.0,30.0
2784,M,30.0,28.0,32.0
2785,F,48.0,46.0,50.0
2786,M,44.5,44.0,45.0
2787,M,22.0,19.0,25.0
2788,M,22.0,19.0,25.0
2789,M,28.0,26.0,30.0
2790,M,53.0,51.0,55.0
2791,M,34.5,34.0,35.0
2792,M,48.0,47.0,49.0
2793,M,38.0,36.0,40.0
2794,M,33.0,33.0,33.0
2795,M,36.0,34.0,38.0
2796,M,17.0,16.0,18.0
2797,F,33.0,31.0,35.0
2798,M,36.0,34.0,38.0
2799,F,28.0,26.0,30.0
2800,M,33.0,31.0,35.0
2801,M,48.0,46.0,50.0
2802,F,43.0,43.0,43.0
2803,M,25.5,24.0,27.0
2804,M,54.0,54.0,54.0
2805,M,25.0,22.0,28.0
2806,M,47.0,47.0,47.0
2807,M,33.0,31.0,35.0
2808,M,27.5,26.0,29.0
2809,M,31.5,31.0,32.0
2810,M,68.0,66.0,70.0
2811,M,43.5,47.0,40.0
2812,M,23.0,22.0,24.0
2813,M,46.0,44.0,48.0
2814,M,56.0,54.0,58.0
2815,M,35.0,33.0,37.0
2816,M,38.5,37.0,40.0
2817,F,36.0,34.0,38.0
2818,M,40.0,38.0,42.0
2819,F,58.0,58.0,58.0
2820,M,53.0,51.0,55.0
2821,M,68.0,66.0,70.0
2822,M,41.0,41.0,41.0
2823,F,38.0,36.0,40.0
2824,M,43.0,41.0,45.0
2825,M,35.5,34.0,37.0
2826,M,43.0,41.0,45.0
2827,M,41.5,43.0,40.0
2828,F,33.5,34.0,33.0
2829,M,57.5,56.0,59.0
2830,M,58.0,56.0,60.0
2831,M,52.5,53.0,52.0
2832,M,42.5,43.0,42.0
2833,M,43.0,41.0,45.0
2834,F,43.0,43.0,43.0
2835,M,33.0,31.0,35.0
2836,F,43.5,42.0,45.0
2837,M,48.0,46.0,50.0
2838,M,33.0,31.0,35.0
2839,M,24.0,23.0,25.0
2840,F,39.5,39.0,40.0
2841,M,23.0,22.0,24.0
2842,M,40.0,38.0,42.0
2843,M,38.0,36.0,40.0
2844,M,43.0,41.0,45.0
2845,M,39.0,38.0,40.0
2846,F,41.5,42.0,41.0
2847,M,44.5,44.0,45.0
2848,M,43.0,41.0,45.0
2849,M,53.0,51.0,55.0
2850,M,63.0,61.0,65.0
2851,F,38.0,36.0,40.0
2852,M,33.0,31.0,35.0
2853,F,50.0,48.0,52.0
2854,F,46.0,44.0,48.0
2855,M,38.0,36.0,40.0
2856,M,33.0,31.0,35.0
2857,M,23.0,22.0,24.0
2858,F,30.0,30.0,30.0
2859,M,45.5,44.0,47.0
2860,M,21.0,22.0,20.0
2861,M,63.0,61.0,65.0
2862,M,25.0,22.0,28.0
2863,M,44.5,44.0,45.0
2864,F,63.0,61.0,65.0
2865,F,28.0,26.0,30.0
2866,M,43.0,43.0,43.0
2867,M,28.0,26.0,30.0
2868,F,41.0,41.0,41.0
2869,M,55.5,54.0,57.0
2870,F,43.0,41.0,45.0
2871,M,35.0,33.0,37.0
2872,M,63.5,64.0,63.0
2873,M,40.0,38.0,42.0
2874,M,61.0,59.0,63.0
2875,M,50.5,49.0,52.0
2876,F,24.0,21.0,27.0
2877,M,50.0,48.0,52.0
2878,M,61.5,61.0,62.0
2879,F,58.0,56.0,60.0
2880,M,33.0,31.0,35.0
2881,F,38.0,36.0,40.0
2882,MF,37.0,37.0,37.0
2883,M,49.5,50.0,49.0
2884,M,28.0,26.0,30.0
2885,M,37.5,38.0,37.0
2886,M,46.5,46.0,47.0
2887,M,53.0,51.0,55.0
2888,M,53.0,51.0,55.0
2889,F,41.5,41.0,42.0
2890,M,61.0,59.0,63.0
2891,M,28.0,26.0,30.0
2892,M,55.5,54.0,57.0
2893,M,22.0,19.0,25.0
2894,F,25.0,22.0,28.0
2895,F,33.5,34.0,33.0
2896,M,51.0,49.0,53.0
2897,M,30.0,28.0,32.0
2898,M,53.0,51.0,55.0
2899,M,33.0,32.0,34.0
2900,M,47.5,48.0,47.0
2901,F,53.0,51.0,55.0
2902,M,63.0,61.0,65.0
2903,M,24.5,24.0,25.0
2904,M,38.0,36.0,40.0
2905,M,33.0,31.0,35.0
2906,F,34.0,33.0,35.0
2907,F,24.0,21.0,27.0
2908,F,45.5,46.0,45.0
2909,M,28.0,26.0,30.0
2910,M,50.5,51.0,50.0
2911,F,56.0,54.0,58.0
2912,M,56.5,56.0,57.0
2913,F,50.0,49.0,51.0
2914,M,44.5,44.0,45.0
2915,M,40.0,38.0,42.0
2916,M,38.0,36.0,40.0
2917,M,50.0,48.0,52.0
2918,M,33.0,31.0,35.0
2919,M,33.0,31.0,35.0
2920,M,51.0,51.0,51.0
2921,F,33.0,31.0,35.0
2922,F,28.0,26.0,30.0
2923,M,22.0,19.0,25.0
2924,M,53.5,54.0,53.0
2925,F,30.0,28.0,32.0
2926,M,22.0,19.0,25.0
2927,M,33.0,31.0,35.0
2928,M,19.5,19.0,20.0
2929,F,43.0,43.0,43.0
2930,M,23.5,36.0,11.0
2931,M,28.0,26.0,30.0
2932,F,28.0,26.0,30.0
2933,M,28.0,26.0,30.0
2934,M,28.0,26.0,30.0
2935,M,33.0,31.0,35.0
2936,M,45.5,49.0,42.0
2937,F,43.0,41.0,45.0
2938,M,38.0,36.0,40.0
2939,M,35.0,33.0,37.0
2940,M,33.0,31.0,35.0
2941,M,43.0,41.0,45.0
2942,M,59.0,59.0,59.0
2943,M,59.5,59.0,60.0
2944,F,22.0,19.0,25.0
2945,M,48.0,46.0,50.0
2946,M,48.0,46.0,50.0
2947,M,38.0,36.0,40.0
2948,M,22.0,19.0,25.0
2949,M,41.5,43.0,40.0
2950,F,23.5,22.0,25.0
2951,M,45.5,46.0,45.0
2952,M,53.0,51.0,55.0
2953,F,46.0,44.0,48.0
2954,M,38.0,38.0,38.0
2955,M,43.0,41.0,45.0
2956,M,32.5,33.0,32.0
2957,M,28.0,26.0,30.0
2958,M,48.0,46.0,50.0
2959,M,33.0,31.0,35.0
2960,F,53.5,53.0,54.0
2961,F,38.0,36.0,40.0
2962,F,35.0,33.0,37.0
2963,M,53.0,51.0,55.0
2964,M,48.0,46.0,50.0
2965,M,55.5,54.0,57.0
2966,M,44.0,44.0,44.0
2967,M,28.0,26.0,30.0
2968,M,38.0,36.0,40.0
2969,F,43.0,41.0,45.0
2970,F,42.5,41.0,44.0
